date,year,filer,deal_type,type_group,usd_mm,mw,n,headline,url
2026-04-30,2026,"Riot Platforms, Inc.",Lease,Lease,636.0,50.0,1,"AMD exercises 25 MW expansion option under its Rockdale, Texas data center lease with Riot Platforms, bringing contracted critical IT capacity to 50 MW ($636mm total contract revenue over 10-year term) with options for up to 200 MW",https://www.sec.gov/Archives/edgar/data/1167419/000110465926052943/riot-20260430xex99d2.htm
2026-04-30,2026,XCEL ENERGY INC,Power/Interconnection Agreement,Other,,,1,"Xcel Energy's NSP-Minnesota signs electric service agreement to power a new Google data center in Minnesota, with Google paying all costs of service and ~$1.1bn of expected customer benefits; MPUC approval requested April 2026",https://www.sec.gov/Archives/edgar/data/72903/000007290326000070/xcelearningsreleaseq12026.htm
2026-04-29,2026,"CalEthos, Inc.",Debt Financing,Debt Financing,15.0,300.0,1,"CalEthos borrows $15 million from director-affiliated SFO IDF LLC (8% note due 2028 plus warrants) to fund its proposed joint venture with GW Finance for the 524-acre Raft River Data Center Campus, granting SFO IDF 50% of Phase 1 site-sale proceeds",https://www.sec.gov/Archives/edgar/data/1174891/000149315226019595/form8-k.htm
2026-04-28,2026,Galaxy Digital Inc.,Lease,Lease,,526.0,1,"Galaxy delivers first Helios data hall to CoreWeave under 526 MW critical IT / 800 MW gross Phase I-III leases and receives ERCOT approval for an additional 830 MW, bringing approved campus capacity to 1.63 GW",https://www.sec.gov/Archives/edgar/data/1859392/000185939226000047/glxy-2026331xpressrelease.htm
2026-04-27,2026,"Core Scientific, Inc./tx",Power/Interconnection Agreement,Other,,600.0,1,"Core Scientific secures incremental 300 MW gross utility power under contract and 200+ acres at its Pecos, Texas campus, with a plan (incl. behind-the-meter generation) to scale the AI data center campus to ~1.5 GW gross / ~1.0 GW leasable power",https://www.sec.gov/Archives/edgar/data/1839341/000162828026027645/exhibit991-pecosexpansio.htm
2026-04-27,2026,"Solaris Energy Infrastructure, Inc.",Power Purchase Agreement,Other,,600.0,1,"Solaris signs third long-term contract to provide over 600 MW of behind-the-meter power capacity with balance of plant to an affiliate of an investment-grade global technology company for 10 years (plus 5-year option) for data center use, deploying late 2026 through 2028",https://www.sec.gov/Archives/edgar/data/1697500/000162828026027520/sei-ex99x3312026.htm
2026-04-23,2026,"DIGITAL REALTY TRUST, INC.",Acquisition,Acquisition,117.0,15.0,1,"Digital Realty 1Q26: agrees to acquire TelcoHub 1 data center and buys a 15 MW Cyberjaya, Malaysia development for ~$117mm, acquires land in Portland (160 MW) and Milan, and signs the largest hyperscale lease in company history",https://www.sec.gov/Archives/edgar/data/1297996/000110465926047702/dlr-20260423xex99d1.htm
2026-04-23,2026,Applied Digital Corp.,Lease,Lease,7500.0,300.0,1,"Applied Digital signs ~15-year, ~$7.5bn lease with a new U.S. investment-grade hyperscaler for 300 MW of critical IT load at its 430 MW Delta Forge 1 AI Factory campus in Louisiana",https://www.sec.gov/Archives/edgar/data/1144879/000114487926000036/apld_deltaforgexprxfinal.htm
2026-04-21,2026,"Core Scientific, Inc./tx",Debt Financing,Debt Financing,,590.0,1,Core Scientific Finance I LLC launches proposed senior secured notes offering backed by six data centers (590 MW critical IT / 900 MW grid) across five sites 100% licensed to CoreWeave under ~$10bn of contracts,https://www.sec.gov/Archives/edgar/data/1839341/000119312526165121/d149019dex992.htm
2026-04-16,2026,"Soluna Holdings, Inc",Acquisition,Acquisition,16.5,150.0,1,"Soluna acquires Spring Lane Capital's 85.4% Class B interest in Project Dorothy 1A (Silverton, TX) for $16.5mm, taking 100% ownership and funding part with a $12mm unsecured promissory note",https://www.sec.gov/Archives/edgar/data/64463/000149315226016971/ex99-1.htm
2026-04-15,2026,"BlockchAIn Digital Infrastructure, Inc.",Lease,Lease,,25.0,1,"BlockchAIn Digital Infrastructure investor deck: 25 MW South Carolina site conversion under LOI for build-to-suit AI hosting with 10-year contemplated term, 40 MW operating in South Carolina and 25 MW Minnesota site in development",https://www.sec.gov/Archives/edgar/data/2070542/000121390026043816/ea028637901ex99-1.htm
2026-04-13,2026,SharonAI Holdings Inc.,Sale/Divestiture,Other,74.0,,1,"Sharon AI receives accelerated payment of the US$50mm promissory note and true-up shares from New Era Energy & Digital, bringing total proceeds from the sale of its 50% stake in Texas Critical Data Centers LLC to US$74mm",https://www.sec.gov/Archives/edgar/data/2068385/000149315226016390/ex99-1.htm
2026-04-08,2026,Applied Digital Corp.,Debt Financing,Debt Financing,2150.0,200.0,1,"Applied Digital completes $2.15bn 6.750% senior secured notes due 2031 to fund the 200 MW Polaris Forge 2 hyperscaler campus in Harwood, ND, breaks ground on the 430 MW / 300 MW-IT Delta Forge 1 campus, and secures $100mm Macquarie DevCo facility plus CoreWeave lease credit enhancements",https://www.sec.gov/Archives/edgar/data/1144879/000114487926000029/apldq326earningsrelease.htm
2026-04-02,2026,"Soluna Holdings, Inc",Acquisition,Acquisition,53.0,150.0,1,"Soluna closes $53mm acquisition of 150 MW Briscoe Wind Farm in West Texas that powers its Project Dorothy data center campus, enabling planned 300 MW+ Dorothy 3 AI campus",https://www.sec.gov/Archives/edgar/data/64463/000149315226014800/ex99-1.htm
2026-03-31,2026,"CoreWeave, Inc.",Debt Financing,Debt Financing,8500.0,,1,CoreWeave subsidiary enters $8.5 billion delayed-draw credit facility led by Morgan Stanley and MUFG to fund GPU infrastructure at data center sites under a customer master services agreement,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000129/ex1011.htm
2026-03-30,2026,Fermi Inc.,Lease,Lease,1800.0,200.0,1,"Fermi America FY2025 letter: ~$1.8bn raised (incl. $785mm IPO and $500mm MUFG turbine loan) for the ~6 GW-permitted Project Matador AI energy campus in Carson County, TX; 20-year powered-shell lease LOI with investment-grade tenant remains in place after $150mm advance-in-aid-of-construction agreement was terminated",https://www.sec.gov/Archives/edgar/data/2071778/000207177826000007/frmiex991fy2025shletter.htm
2026-03-27,2026,"BlockchAIn Digital Infrastructure, Inc.",Lease,Lease,500.0,25.0,1,"BlockchAIn shareholder letter: non-binding LOIs for a 20 MW build-to-suit data center lease with a global cloud provider (>$400mm) and a 5 MW AI deployment with an international PE firm (>$100mm), on top of its existing 40 MW South Carolina campus",https://www.sec.gov/Archives/edgar/data/2070542/000121390026035733/ea028326301ex99-1.htm
2026-03-24,2026,"Edgemode, Inc.",Joint Venture,Joint Venture,,4350.0,1,"Edgemode amends its AI data center JV with Blackberry AIF (Spain), converting 400mm stock options into issued shares and confirming an expanded 4,350 MW Spanish development pipeline",https://www.sec.gov/Archives/edgar/data/1652958/000168316826002146/edgemode_ex1001.htm
2026-03-17,2026,"New ERA Energy & Digital, Inc.",Development Agreement,Other,70.0,200.0,1,"New Era Energy & Digital progresses 200 MW Phase 1 of its 1+ GW behind-the-meter gas-powered Texas Critical Data Center campus in Ector County toward FID and Q2 2026 construction start, following $70mm membership interest purchase from SharonAI",https://www.sec.gov/Archives/edgar/data/2028336/000121390026029087/ea028197201ex99-1.htm
2026-03-17,2026,"Energy Vault Holdings, Inc.",Development Agreement,Other,,25.0,1,"Energy Vault Q4 2025 results: strategic framework with Crusoe for phased deployment of up to 25 MW of Spark modular AI data centers at Energy Vault's Snyder, Texas technology center, plus ~500 acres of powered land secured in the US Southwest",https://www.sec.gov/Archives/edgar/data/1828536/000182853626000019/ex991_evpressreleasex2025q4.htm
2026-03-17,2026,1606 CORP.,Land Acquisition,Other,11.2,,1,"1606 Corp signs purchase and sale agreement to acquire a 132-acre data-center-ready property with existing on-site power generation in Lufkin, Texas for ~$11.2mm",https://www.sec.gov/Archives/edgar/data/1877461/000147793226001365/cbdw_ex991.htm
2026-03-13,2026,Jet.AI Inc.,Joint Venture,Joint Venture,,50.0,1,"Jet.AI FY2025 results recap a planned JV for a 50 MW data center campus in Moapa, Clark County, Nevada and milestone progress on Canadian hyperscale campus JVs (385-acre Winnipeg, Manitoba site and Maritimes)",https://www.sec.gov/Archives/edgar/data/1861622/000149315226010051/ex99-1.htm
2026-03-13,2026,"Signing Day Sports, Inc.",Lease,Lease,100.0,5.0,1,BlockchAIn LLC (merging with Signing Day Sports) signs non-binding LOI with an international private equity firm for a 5 MW build-to-suit AI data center lease worth over $100mm in TCV over a 10-year initial term,https://www.sec.gov/Archives/edgar/data/1898474/000121390026027266/ea028155501ex99-1.htm
2026-03-09,2026,"Signing Day Sports, Inc.",SPAC Merger,Other,,40.0,1,Signing Day Sports' pending reverse merger with BlockchAIn (40 MW AI/HPC data center in South Carolina) highlighted alongside BlockchAIn's electrical-equipment collaboration with PDM supporting a 5-6 GW modular data center pipeline,https://www.sec.gov/Archives/edgar/data/1898474/000121390026024925/ea028051901ex99-1.htm
2026-03-05,2026,Blue Owl Digital Infrastructure Trust,Debt Financing,Debt Financing,,,1,"Stack Infrastructure Issuer, LLC enters Ninth Amendment to its Secured Data Center Revenue Notes indenture (ABS program backed by nine Stack data center asset entities), filed by Blue Owl Digital Infrastructure Trust",https://www.sec.gov/Archives/edgar/data/2069692/000206969226000012/exhibit41-combinedstack202.htm
2026-03-02,2026,"Core Scientific, Inc./tx",Land Acquisition,Other,,285.0,1,"Core Scientific agrees to acquire an LLC owning ~265 acres in Hunt County, Texas with ~430 MW ERCOT-approved gross capacity (~285 MW leasable), adds ~300 MW gross at Dalton and Pecos, and has energized ~350 MW toward its ~590 MW CoreWeave commitment",https://www.sec.gov/Archives/edgar/data/1839341/000162828026013214/q4fy25earningsdeckvfinal.htm
2026-03-02,2026,Digi Power X Inc.,Development Agreement,Other,,10.0,1,"Digi Power X commissions first ARMS 200 modular Tier 3 AI data center in Alabama targeting 10 MW by Q3 2026, and extends due diligence on LOI with Omnis Pleasants for up to 1.3 GW power and 200-acre lease at Pleasants Power Station, West Virginia",https://www.sec.gov/Archives/edgar/data/1854368/000121390026022001/ea027911101ex99-1.htm
2026-03-02,2026,"Riot Platforms, Inc.",Lease,Lease,,,1,"Riot Platforms reports first phase of its Rockdale, Texas data center lease with AMD operational and generating revenue as of January 2026",https://www.sec.gov/Archives/edgar/data/1167419/000110465926022288/riot-20260302xex99d1.htm
2026-02-27,2026,EQUINIX INC,Acquisition,Acquisition,4000.0,800.0,1,"CPP Investments (~60%) and Equinix (~40%) agree to acquire Nordic data center operator atNorth from Partners Group at a US$4bn enterprise value, with a provisionally agreed $4.2bn financing package",https://www.sec.gov/Archives/edgar/data/1101239/000110123926000051/a2026-geminipressreleasexf.htm
2026-02-26,2026,"MARA Holdings, Inc.",Development Agreement,Other,,1000.0,1,"MARA signs Strategic Agreement with Starwood Capital Group / Starwood Digital Ventures to convert MARA's US bitcoin mining sites into hyperscale data centers via property-level JVs, targeting ~1 GW near-term IT capacity with pathway to 2.5+ GW",https://www.sec.gov/Archives/edgar/data/1507605/000095014226000532/eh260744046_8k.htm
2026-02-26,2026,PLUG POWER INC,Sale/Divestiture,Other,132.5,,1,"Plug Power signs definitive agreement to sell its Project Gateway site in New York (land, infrastructure and substation assets at the STAMP industrial park) to Stream Data Centers for at least $132.5 million",https://www.sec.gov/Archives/edgar/data/1093691/000110465926020476/tm267395d1_ex99-1.htm
2026-02-26,2026,TERAWULF INC.,Lease,Lease,12800.0,522.0,1,"TeraWulf reports 522 critical IT MW of long-term HPC leases (~$12.8bn contracted revenue) with Core42 and Fluidstack/Google at Lake Mariner and the 168 MW Abernathy JV, plus $6.5bn of committed capital including $1.3bn Abernathy senior secured notes",https://www.sec.gov/Archives/edgar/data/1083301/000108330126000026/a_wulfearningsrelease2026-.htm
2026-02-26,2026,"ORMAT TECHNOLOGIES, INC.",Power Purchase Agreement,Other,,150.0,1,"Ormat signs 15-year geothermal portfolio PPA of up to 150 MW to supply Google's data centers through NV Energy, plus a 20-year ~13 MW PPA with Switch from the Salt Wells plant (disclosed in Q4 2025 earnings release)",https://www.sec.gov/Archives/edgar/data/1296445/000143774926005680/ex_925292.htm
2026-02-26,2026,"MARA Holdings, Inc.",Joint Venture,Joint Venture,,1000.0,1,"MARA Q4 2025 shareholder letter details Starwood Digital Ventures JV to develop >1 GW of AI/HPC IT capacity at MARA's power-rich sites (roadmap to 2.5+ GW), plus a 42 MW Nebraska data center acquisition and 64% Exaion stake",https://www.sec.gov/Archives/edgar/data/1507605/000150760526000004/q425shareholderletter.htm
2026-02-25,2026,Hut 8 Corp.,Lease,Lease,7000.0,245.0,1,"Hut 8 signs 15-year, $7.0bn lease with Fluidstack for 245 MW of IT capacity at its River Bend campus in Louisiana, financially backstopped by Google, under a partnership with Anthropic and Fluidstack for at least 245 MW and up to 2,295 MW of AI data center infrastructure",https://www.sec.gov/Archives/edgar/data/1964789/000110465926019393/hut-20260225xex99d1.htm
2026-02-24,2026,Cipher Digital Inc.,Lease,Lease,5500.0,300.0,1,"Cipher Digital signs 15-year, 300 MW (gross) HPC lease with AWS at Black Pearl (~$5.5bn contracted revenue, Amazon.com guarantee), upsizes its 10-year Fluidstack/Google lease at Barber Lake to 300 MW (~$3.8bn), and raises $3.73bn of project-level high-yield notes; sells 49% JV mining stakes to Canaan for ~$40mm",https://www.sec.gov/Archives/edgar/data/1819989/000181998926000007/cipherdigital_businessup.htm
2026-02-05,2026,"DIGITAL REALTY TRUST, INC.",Joint Venture,Joint Venture,427.0,,1,"Digital Realty contributes an additional 40% interest in five operating data centers to its DC Partners NA Fund for ~$427mm, forms MedOne JV for an 18 MW campus in Petah Tikvah, Israel, and agrees to acquire TelcoHub 1 data center in Cyberjaya, Malaysia",https://www.sec.gov/Archives/edgar/data/1297996/000110465926010887/dlr-20260205xex99d1.htm
2026-02-05,2026,IREN Ltd,Debt Financing,Debt Financing,3600.0,1600.0,1,"IREN secures $3.6bn GPU financing at <6% for its Microsoft contract and announces a new 1.6 GW grid-connected data center campus in Oklahoma, lifting secured power to >4.5 GW",https://www.sec.gov/Archives/edgar/data/1878848/000187884826000014/a991irenreportsq2fy26res.htm
2026-02-03,2026,Galaxy Digital Inc.,Power/Interconnection Agreement,Other,,526.0,1,Galaxy receives ERCOT approval for an additional 830 MW at its Helios campus (total approved >1.6 GW) and remains on track to deliver 133 MW critical IT to CoreWeave in 1H 2026 under Phase I of 800 MW of executed long-term leases,https://www.sec.gov/Archives/edgar/data/1859392/000185939226000009/glxy-20251231xpressrelease_.htm
2026-02-02,2026,CENTURY ALUMINUM CO,Sale/Divestiture,Other,200.0,,1,"Century Aluminum sells ~750-acre Hawesville, KY smelter site to Justified DataPower for $200mm cash plus 6.8% minority stake in Raylan Data Holdings, which will develop an HPC/AI data center on the property",https://www.sec.gov/Archives/edgar/data/949157/000110465926009212/tm264772d1_8k.htm
2026-01-29,2026,Liberty Energy Inc.,Power/Interconnection Agreement,Other,,400.0,1,"Liberty Energy (via Liberty Power Innovations) announces 1 GW on-site power development agreement with Vantage Data Centers anchored by a firm 400 MW reservation for delivery in 2027, plus a 330 MW power reservation and preliminary ESA with another data center developer for a Texas site expansion",https://www.sec.gov/Archives/edgar/data/1694028/000169402826000003/lbrt_123125.htm
2026-01-28,2026,"Edgemode, Inc.",Joint Venture,Joint Venture,11.15,3550.0,1,"Edgemode enters 50.1/49.9 joint venture with Blackberry AIF (DC Estate Solutions Cayman) to develop eight HPC data center sites totaling 3,550 MW in Spain and Panama, funding a minimum $11.15 million to BAIF",https://www.sec.gov/Archives/edgar/data/1652958/000168316826000590/edgemode_8k.htm
2026-01-20,2026,"New ERA Energy & Digital, Inc.",Joint Venture,Joint Venture,,1000.0,1,"New Era Energy & Digital partners with Primary Digital Infrastructure as lead capital partner and co-sponsor to co-develop the 1+ GW Texas Critical Data Centers (TCDC) hyperscale campus in Ector County, Texas",https://www.sec.gov/Archives/edgar/data/2028336/000121390026005330/ea027326301ex99-2_newera.htm
2026-01-15,2026,Galaxy Digital Inc.,Other,Other,,830.0,1,"Galaxy secures ERCOT approval and AEP Texas service agreement for an additional 830 MW at its Helios data center campus in West Texas, lifting approved capacity to over 1.6 GW",https://www.sec.gov/Archives/edgar/data/1859392/000185939226000005/heliosercotapproval_1x15.htm
2026-01-07,2026,Applied Digital Corp.,Lease,Lease,5000.0,200.0,1,"Applied Digital signs ~15-year, 200 MW lease with a U.S. investment-grade hyperscaler at Polaris Forge 2 (Harwood, ND) worth ~$5bn, brings the first 100 MW building at Polaris Forge 1 online for CoreWeave, and closes $2.35bn 9.25% senior secured notes",https://www.sec.gov/Archives/edgar/data/1144879/000114487926000002/apldq226earningsrelease.htm
2025-12-22,2025,Applied Digital Corp.,Debt Financing,Debt Financing,100.0,,1,Applied Digital subsidiary APLD DevCo closes $100mm pre-lease development loan facility with Macquarie to fund new hyperscale AI factory campuses for an investment-grade hyperscaler under an October 2025 exclusivity agreement,https://www.sec.gov/Archives/edgar/data/1144879/000149315225028791/ex10-1.htm
2025-12-11,2025,Galaxy Digital Inc.,Lease,Lease,4500.0,526.0,1,"Galaxy Digital details 15-year CoreWeave leases for 526 MW critical IT load (800 MW gross) at its Helios data center campus in Texas, with ~$4.5B Phase I lease payments and a $1.4B Deutsche Bank construction loan",https://www.sec.gov/Archives/edgar/data/1859392/000185939225000088/exhibit991-glxy2025analy.htm
2025-11-25,2025,"New ERA Energy & Digital, Inc.",Acquisition,Acquisition,,,1,"Texas Critical Data Centers, New Era's 50/50 JV with Sharon AI, signs definitive purchase agreement for an additional 203 contiguous acres near Odessa, Texas, expanding the planned multi-gigawatt AI/HPC campus to 438 acres",https://www.sec.gov/Archives/edgar/data/2028336/000121390025114293/ea026696801ex99-1_newera.htm
2025-11-20,2025,Applied Digital Corp.,Debt Financing,Debt Financing,2350.0,,1,"Applied Digital subsidiaries APLD ComputeCo LLC and APLD HPC Holdings 2 LLC issue $2.35bn of 9.250% senior secured notes due 2030 to finance the ELN-02 and ELN-03 data centers in Ellendale, North Dakota leased to CoreWeave",https://www.sec.gov/Archives/edgar/data/1144879/000149315225024479/ex4-1.htm
2025-11-20,2025,Cipher Mining Inc.,Lease,Lease,830.0,39.0,1,"Cipher Mining amends Barber Lake lease with Fluidstack to add 39 MW critical IT (56 MW gross) in a 10-year, ~$830 million Phase II expansion, with Google backstopping an additional $333 million and Cipher issuing $333 million add-on 7.125% senior secured notes",https://www.sec.gov/Archives/edgar/data/1819989/000095010325015073/dp237633_ex9901.htm
2025-11-19,2025,Blue Acquisition Corp/Cayman,SPAC Merger,Other,450.0,85.0,1,"Blue Acquisition Corp proposes SPAC merger with Blockfusion USA at $450mm pre-money equity value to fund HPC/AI conversion of its 106 MW Niagara Falls, NY data center campus (50 MW energized), raising ~$200mm via trust and PIPE",https://www.sec.gov/Archives/edgar/data/2059654/000118518525001796/baccex99-2.htm
2025-11-17,2025,"Soluna Holdings, Inc",Debt Financing,Debt Financing,100.0,35.0,1,"Soluna Q3 2025 results recap closing of a $100mm Generate Capital credit facility, $20mm Spring Lane Capital funding for the first 35 MW of wind-powered Project Kati 1 in Texas, and Galaxy Digital's planned 48 MW hosting deployment at Kati 1",https://www.sec.gov/Archives/edgar/data/64463/000149315225023755/ex99-1.htm
2025-11-13,2025,Cipher Mining Inc.,Debt Financing,Debt Financing,1400.0,,1,"Cipher Compute LLC issues $1.4 billion of 7.125% senior secured notes due 2030 to finance the Barber Lake data center in Colorado City, Texas leased to Fluidstack with Google financial support",https://www.sec.gov/Archives/edgar/data/1819989/000095010325014692/dp237330_0401.htm
2025-11-12,2025,"Edgemode, Inc.",Joint Venture,Joint Venture,0.5,1800.0,1,Edgemode forms 75/25 SPV with Blackberry AIF that acquires five 100-hectare land leases in Spain to develop up to 1.8 GW of gas-powered HPC/AI data center sites for sale on a ready-to-build basis,https://www.sec.gov/Archives/edgar/data/1652958/000168316825008273/edgemode_8k.htm
2025-11-12,2025,Applied Digital Corp.,Equity Financing,Other,787.5,200.0,1,"Applied Digital to draw additional $787.5 million of perpetual preferred equity from Macquarie Asset Management for Polaris Forge 1 (400 MW, Ellendale) and Polaris Forge 2 (200 MW leased, Harwood) AI Factory campuses in North Dakota, plus $65 million revolver from First National Bank of Omaha",https://www.sec.gov/Archives/edgar/data/1144879/000149315225021955/ex99-1.htm
2025-11-12,2025,Rumble Inc.,Acquisition,Acquisition,,,1,"Rumble signs transaction support agreements with Tether (65.2% holder), ART Holding/Aroosh Thillainathan and Apeiron to acquire their Northern Data AG shares in an all-stock deal alongside a tender offer for the remaining shares, acquiring Northern Data's HPC data center business (20,320 H100 and 2,032 H200 GPUs) after its Peak Mining bitcoin business was sold to Highland Group Mining",https://www.sec.gov/Archives/edgar/data/1830081/000121390025109358/ea026497501ex10-1_rumble.htm
2025-11-10,2025,Fermi Inc.,Lease,Lease,150.0,1000.0,1,"Fermi America executes $150mm Advance in Aid of Construction agreement with investment-grade prospective tenant under LOI to lease >1 GW of powered shell across 12 facilities at Project Matador, Texas Panhandle",https://www.sec.gov/Archives/edgar/data/2071778/000121390025108289/ea026472101ex99-1_fermi.htm
2025-11-10,2025,"Babcock & Wilcox Enterprises, Inc.",Other,Other,1500.0,1000.0,1,Babcock & Wilcox receives limited notice to proceed on $1.5B project to design and install 4x300 MW natural gas-fired boilers and steam turbines delivering 1 GW of on-site power for Applied Digital's AI Factory,https://www.sec.gov/Archives/edgar/data/1630805/000163080525000092/bwiroverview-november202.htm
2025-11-10,2025,TERAWULF INC.,Lease,Lease,6700.0,450.0,1,"TeraWulf Q3 2025 results: >520 MW of long-term HPC leases signed at Lake Mariner (450 MW Fluidstack/Google-backed, 72.5 MW Core42), 240 MW Abernathy JV in Texas with Fluidstack and Google, and >$5bn of financings",https://www.sec.gov/Archives/edgar/data/1083301/000108330125000096/a_wulfformearningsreleaseq.htm
2025-11-06,2025,"Soluna Holdings, Inc",Hosting/Colocation Agreement,Other,,3.3,1,"Soluna monthly update: 3.3 MW hosting partnership with KULR Technology at Project Sophie (Texas), MOU with an HPC development partner for the 83 MW Project Kati 2 AI site, and 50-acre land acquisition adjacent to Project Kati 1",https://www.sec.gov/Archives/edgar/data/64463/000149315225020985/ex99-1.htm
2025-11-06,2025,IREN Ltd,Hosting/Colocation Agreement,Other,9700.0,200.0,1,"IREN secures $9.7bn AI cloud contract with Microsoft, to be served from Horizon 1-4 liquid-cooled data centers (200 MW critical IT) at its 750 MW Childress, Texas campus",https://www.sec.gov/Archives/edgar/data/1878848/000187884825000079/q1fy26resultspressreleas.htm
2025-11-04,2025,"New ERA Energy & Digital, Inc.",Joint Venture,Joint Venture,,1000.0,1,"New Era Energy & Digital investor deck details Texas Critical Data Centers, its 50/50 JV with Sharon AI for a 1 GW+ on-site gas-powered AI data center campus on 235 acres in Ector County, Texas, targeting first power early 2027",https://www.sec.gov/Archives/edgar/data/2028336/000121390025105681/ea026383501ex99-1_newera.htm
2025-11-04,2025,"Babcock & Wilcox Enterprises, Inc.",Development Agreement,Other,1500.0,1000.0,1,Babcock & Wilcox signs limited notice to proceed with Applied Digital on a >$1.5 billion contract to design and install four 300 MW natural gas-fired boiler/steam turbine plants delivering 1 GW of power for an Applied Digital AI Factory,https://www.sec.gov/Archives/edgar/data/1630805/000110465925106447/tm2530246d1_ex99-3.htm
2025-11-04,2025,"MARA Holdings, Inc.",Joint Venture,Joint Venture,168.0,400.0,1,"MARA announces joint initiative with MPLX to develop ~400 MW (expandable to 1.5 GW across three sites) of gas-fired integrated power generation and data center campuses in West Texas, and reports pending ~$168mm acquisition of a ~64% stake in EDF's HPC data center subsidiary Exaion",https://www.sec.gov/Archives/edgar/data/1507605/000150760525000026/q325shareholderletter.htm
2025-11-03,2025,IREN Ltd,Other,Other,9700.0,200.0,1,"IREN signs $9.7 billion, 5-year AI cloud contract with Microsoft for 200 MW (IT load) of NVIDIA GB300 GPU capacity at IREN-owned data centers in Childress, Texas",https://www.sec.gov/Archives/edgar/data/1878848/000114036125040072/ef20058139_ex99-2.htm
2025-11-03,2025,Cipher Mining Inc.,Lease,Lease,5500.0,300.0,1,"Cipher Mining signs ~$5.5bn, 15-year lease with Amazon Web Services for 300 MW gross of turnkey AI data center capacity delivered in 2026, and forms ~95%-owned JV to develop 1 GW Colchis site in West Texas backed by an AEP Direct Connect Agreement",https://www.sec.gov/Archives/edgar/data/1819989/000181998925000110/nov3_earningspressreleasex.htm
2025-10-30,2025,"Riot Platforms, Inc.",Land Acquisition,Other,40.0,112.0,1,"Riot Platforms contracts to buy a 67-acre parcel adjacent to its Corsicana, Texas site for $40mm and initiates core & shell development of the first two 56 MW data center buildings (112 MW critical IT) on the 1 GW campus",https://www.sec.gov/Archives/edgar/data/1167419/000110465925104461/riot-20251030xex99d2.htm
2025-10-30,2025,"DigitalBridge Group, Inc.",Lease,Lease,40000.0,2400.0,1,"DigitalBridge Q3 2025: Vantage Data Centers contracts $40bn of AI infrastructure at Frontier (TX, 1.4 GW, $25bn) and Lighthouse (WI, ~1.0 GW, $15bn) mega-campuses supporting Oracle/OpenAI Stargate; record 2.6 GW leased",https://www.sec.gov/Archives/edgar/data/1679688/000167968825000096/digitalbridge-3q25xearni.htm
2025-10-29,2025,"CLEANSPARK, INC.",Acquisition,Acquisition,,285.0,1,"CleanSpark acquires rights to ~271 acres in Austin County, Texas and executes long-term power supply agreements totaling 285 MW for a new AI data center campus in the Greater Houston area",https://www.sec.gov/Archives/edgar/data/827876/000119312525254934/clsk-ex99_1.htm
2025-10-29,2025,ProPetro Holding Corp.,Power/Interconnection Agreement,Other,,60.0,1,"ProPetro's PROPWR unit secures long-term contract to supply ~60 MW of on-site power capacity to a hyperscaler data center in the Midwest U.S., its first data center power contract",https://www.sec.gov/Archives/edgar/data/1680247/000168024725000143/ex9916aearningsreleaseth.htm
2025-10-29,2025,EQUINIX INC,Land Acquisition,Other,,900.0,1,"Equinix Q3 2025 results: closed land acquisitions in Amsterdam, Chicago, Johannesburg, London and Toronto supporting 900+ MW of retail and xScale capacity, bringing developable capacity to ~3 GW, plus new Dallas 12 (67 MW) and Chennai ($69mm) developments",https://www.sec.gov/Archives/edgar/data/1101239/000110123925000061/october292025pressrelease-.htm
2025-10-28,2025,TERAWULF INC.,Joint Venture,Joint Venture,9500.0,168.0,1,"TeraWulf forms 51%-owned joint venture with Fluidstack to develop a 168 MW critical IT HPC campus in Abernathy, Texas under a 25-year, ~$9.5bn lease backstopped by Google for $1.3bn",https://www.sec.gov/Archives/edgar/data/1083301/000110465925102858/tm2529509d1_8k.htm
2025-10-27,2025,ProPetro Holding Corp.,Power/Interconnection Agreement,Other,,60.0,1,"ProPetro's PROPWR signs long-term 60 MW hybrid gas-plus-BESS power supply contract for a hyperscaler data center in the U.S. Midwest, operations beginning Q2 2026",https://www.sec.gov/Archives/edgar/data/1680247/000168024725000139/propwrdatacenterannounceme.htm
2025-10-23,2025,"DIGITAL REALTY TRUST, INC.",Sale/Divestiture,Other,90.0,,1,"Digital Realty sells non-core data centers in Atlanta, Boston and Miami for ~$90mm and acquires Los Angeles land for ~$49mm (32 MW) plus Chicago Franklin Park parcels for ~$18mm (40+ MW)",https://www.sec.gov/Archives/edgar/data/1297996/000110465925101827/dlr-20251023xex99d1.htm
2025-10-21,2025,Roth CH Acquisition Co.,SPAC Merger,Other,,1000.0,1,"Roth CH Acquisition investor deck for its SPAC merger with Sharon AI, whose 50/50 JV with New Era Energy & Digital (Texas Critical Data Centers LLC) is developing an up-to-1 GW behind-the-meter gas-powered AI data center campus on 235 acres in Ector County, Texas",https://www.sec.gov/Archives/edgar/data/1860514/000182912625008271/rothchacq_ex99-1.htm
2025-10-09,2025,Applied Digital Corp.,Equity Financing,Other,450.0,,1,"Applied Digital amends and restates unit purchase agreement with Macquarie's MIP HPC Holdings for up to $450 million of preferred equity in APLD HPC TopCo 2 to fund the Polaris Forge 1 (Ellendale, ND) campus leased to CoreWeave",https://www.sec.gov/Archives/edgar/data/1144879/000149315225017609/ex10-1.htm
